#  lambda[Å] A_ki[s⁻¹] loggf   Acc  Ei[cm⁻¹]   Ek[cm⁻¹]  cfg_i                term_i     cfg_k                  term_k   gi  gk rtype ref1          ref2
  3440.8542    None    None   None 29056.324  58118.875  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.4s.(4D).4d         5F        7  9  None None           L11631  
  3441.59158 1.71e+07 -0.673  B        0.000  29056.324  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z5P*       9  7  None T5720          L11631  
  3441.97456 1.24e+07 -0.958  B      415.933  29469.024  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z5P*       7  5  None T5720          L11631  
  3443.1274    None    None   None 29469.024  58512.387  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.4s.(4D).4d         5F        5  5  None None           L11631  
  3443.34819 4.55e+06 -1.393  B    18378.186  47419.687  3d6.4s2               a3P2      3d6.(3P2).4s.4p.(3P*)  1D*       5  5  None T4187          L11631 
  3443.65590 1.75e+05 -2.662  C     7728.060  36766.966  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(1P*)  y5P*       7  7  None T5720          L11631  
  3443.9604    None    None   None 24772.018  53808.356  3d7.(2P).4s           c3P       3d7.(2P).4p           x3S*       3  3  None None           L11631  
  3444.86319 7.92e+06 -1.374  B      704.007  29732.736  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z5P*       5  3  None T5720          L11631  
  3446.13628 2.34e+07 -0.535  B    17726.988  46744.993  3d7.(4P).4s           a5P       3d7.(4P).4p           u5D*       5  7  None T5720          L11631  
  3446.7508    None    None   None 29469.024  58481.855  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.4s.(4D).4d         5P        5  7  None None           L11631 
  3447.77344   None    None   None 21038.987  50043.213  3d6.4s2               b3F2      3d7.(2P).4p           w3P*       5  3  None None           L11631  
  3448.26564 1.07e+07 -1.021  B    17726.988  46727.074  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*) y3P*       5  5  None T5720          L11631  
  3449.76878   None    None   None 22838.323  51825.773  3d7.(4P).4s           b3P       3d7.(2H).4p           u3G*       5  7  None None           L11631  
  3451.31659 2.34e+07 -0.902  B    17927.382  46901.832  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*) y3P*       3  3  None T5720          L11631  
  3452.60233 5.08e+06 -1.565  B    19552.478  48516.138  3d6.4s2               a3P2      3d7.(4P).4p           x3P*       3  3  None T5720          L11631 
  3452.90335 1.13e+07 -0.996  B    17927.382  46888.517  3d7.(4P).4s           a5P       3d7.(4P).4p           u5D*       3  5  None T5720          L11631  
  3453.26333 7.49e+05 -1.919  B     7728.060  36686.176  3d7.(4F).4s           a5F       3d7.(4F).4p           y3F*       7  9  None T5720          L11631  
  3453.53011 5.2e-02   None   D      415.933  29371.812  3d6.4s2               a5D       3d6.4s2               b3D        7  7   M1  T6409          None    
  3454.0095    None    None   None 22249.429  51201.289  3d7.(2G).4s           a3G       3d7.(2D2).4p          v3F*       7  5  None None           L11631  
  3455.32819 2.1e-02   None   D      415.933  29356.744  3d6.4s2               a5D       3d6.4s2               b3D        7  5   M1  T6409          None   
  3457.2350    None    None   None 24772.018  53696.867  3d7.(2P).4s           c3P       3d6.(3D).4s.4p.(3P*)   5F*       3  3  None None           L11631  
  3458.0761    None    None   None 29056.324  57974.137  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.(5D).4s.(4D).4d   i5D        7  5  None None           L11631  
  3459.2937  2.92e+07 -1.281  B    19552.478  48460.113  3d6.4s2               a3P2      3d7.(4P).4p           x3P*       3  1  None T5720          L11631  
  3460.4170  1.45e+06 -1.631  C+   21715.732  50613.983  3d7.(2G).4s           a3G       3d6.(3F2).4s.4p.(3P*) x1G*      11  9  None T5720          L11631  
  3460.9052  2.17e+07 -0.932  B    24335.766  53229.941  3d7.(2P).4s           c3P       3d7.(2D2).4p          v3P*       5  3  None T5720          L11631 
  3460.94519 4.77e+05 -2.590  D+   18378.186  47272.027  3d6.4s2               a3P2      3d7.(4P).4p           w3D*       5  3  None T6110          None    
  3463.34379   None    None   None 17726.988  46600.818  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*) z3S*       5  3  None None           L11631  
  3464.29344 1.50e+05 -2.724  E    11976.239  40842.154  3d7.(4F).4s           a3F       3d6.(5D).4s.4p.(1P*)  x5F*       9  7  None T5720          L11631  
  3465.9032    None    None   None 20874.482  49726.990  3d6.4s2               b3F2      3d7.(2G).4p           y3H*       7  9  None None           L11631  
  3466.85293 1.19e+07 -1.192  B      888.132  29732.736  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z5P*       3  3  None T5720          L11631 
  3467.27269 9.50e+04 -2.725  C+   19390.168  48231.280  3d6.4s2               a3H       3d6.(3G).4s.4p.(3P*)  y5H*      13  11 None T5720          L11631  
  3467.49103 1.24e+05 -2.695  C     6928.268  35767.564  3d7.(4F).4s           a5F       3d7.(4F).4p           z3G*      11  9  None T4653          L11631  
  3467.88532   None    None   None 20641.110  49477.127  3d6.4s2               b3F2      3d6.(3F2).4s.4p.(3P*)  1F*       9  7  None None           L11631  
  3469.83767 2.61e+06 -1.286  B    20641.110  49460.902  3d6.4s2               b3F2      3d7.(2G).4p           v3G*       9  11 None T5720          L11631  
  3470.0054  8.58e+06 -0.856  B    26627.609  55446.008  3d7.(2H).4s           b3H       3d6.(1G2).4s.4p.(3P*) v3H*       9  9  None T5720          L11631 
  3470.82389 2.19e+06 -1.558  C    21038.987  49850.590  3d6.4s2               b3F2      3d7.(2G).4p           v3G*       5  7  None T5720          L11631  
  3472.25936 3.98e+06 -1.444  C+   17927.382  46727.074  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*) y3P*       3  5  None T5720          L11631  
  3472.33700 7.36e+06 -1.399  C+   18378.186  47177.234  3d6.4s2               a3P2      3d7.(4P).4p           u5D*       5  3  None T5720          L11631  
  3474.28991   None    None   None 24574.655  53357.515  3d7.(2G).4s           a1G       3d6.(3G).4s.4p.(3P*)  x3F*       9  7  None None           L11631  
  3474.6773    None    None   None 29732.736  58512.387  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.4s.(4D).4d         5F        3  5  None None           L11631 
  3476.44501 9.75e+06 -1.054  B      704.007  29469.024  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z5P*       5  5  None T5720          L11631  
  3476.64577 8.61e+06 -1.108  C+   17550.181  46313.537  3d7.(4P).4s           a5P       3d7.(4P).4p           w5P*       7  5  None T5720          L11631  
  3476.85840   None    None   None 19621.006  48382.603  3d6.4s2               a3H       3d7.(2G).4p           z1H*      11  11 None None           L11631  
  3477.3395  2.70e+07 -0.465  D+   29056.324  57813.942  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.(5D).4s.(4D).4d   i5D        7  7  None T5720          L11631  
  3477.69693 5.72e+06 -1.507  B      978.074  29732.736  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z5P*       1  3  None T5720          L11631 
  3477.84933 3.21e+06 -1.281  B+   20874.482  49627.884  3d6.4s2               b3F2      3d7.(2G).4p           v3G*       7  9  None T5720          L11631  
  3477.99896   None    None   None 19552.478  48304.643  3d6.4s2               a3P2      3d7.(4P).4p           x3P*       3  5  None None           L11631  
  3478.8468    None    None   None 17927.382  46672.540  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*) y3P*       3  1  None None           L11631  
  3479.36507   None    None   None 19621.006  48361.882  3d6.4s2               a3H       3d6.(3G).4s.4p.(3P*)  y5H*      11  9  None None           L11631  
  3479.6185    None    None   None 24574.655  53313.438  3d7.(2G).4s           a1G       3d6.(3G).4s.4p.(3P*)  y1H*       9  11 None None           L11631 
  3480.6754    None    None   None 28819.954  57550.010  3d7.(2H).4s           a1H       3d6.(3D).4s.4p.(3P*)  t3F*      11  9  None None           L11631  
  3481.33026   None    None   None 26140.179  54864.831  3d6.(5D).4s.4p.(3P*)  z5D*      3d6.4s.(6D).6s         5D        7  7  None None           L11631  
  3482.55792   None    None   None 18378.186  47092.712  3d6.4s2               a3P2      3d6.(3F2).4s.4p.(3P*) x3F*       5  7  None None           L11631  
  3484.00396 1.45e+05 -2.734  B     7376.764  36079.372  3d7.(4F).4s           a5F       3d7.(4F).4p           z3G*       9  7  None T5720          L11631  
  3485.8467  1.34e+05 -2.768  C+   19788.251  48475.686  3d6.4s2               a3H       3d6.(3G).4s.4p.(3P*)  y5H*       9  7  None T5720          L11631 
  3485.97622 1.84e+06 -1.776  D+   19552.478  48238.847  3d6.4s2               a3P2      3d6.(3G).4s.4p.(3P*)  v5F*       3  5  None T5720          L11631  
  3486.3379  1.30e+07 -1.149  C+   17726.988  46410.381  3d7.(4P).4s           a5P       3d7.(4P).4p           w5P*       5  3  None T5720          L11631  
  3487.54854   None    None   None 17927.382  46600.818  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*) z3S*       3  3  None None           L11631  
  3488.23358 3.7e-02   None   D      704.007  29371.812  3d6.4s2               a5D       3d6.4s2               b3D        5  7   M1  T6409          None    
  3488.23358 2.0e-03   None   E      704.007  29371.812  3d6.4s2               a5D       3d6.4s2               b3D        5  7   E2  T6409          None   
  3490.06798 8.3e-02   None   D      704.007  29356.744  3d6.4s2               a5D       3d6.4s2               b3D        5  5   M1  T6409          None    
  3490.4106    None    None   None 24118.819  52768.743  3d6.4s2               b3G       3d7.(2H).4p           w3H*       9  9  None None           L11631  
  3490.6660  7.47e+06 -0.751  B    23783.619  52431.447  3d6.4s2               b3G       3d7.(2H).4p           w3H*      11  13 None T5720          L11631  
  3491.57245 6.14e+06 -1.105  B      415.933  29056.324  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z5P*       7  7  None T5720          L11631  
  3491.74179   None    None   None 18378.186  47017.188  3d6.4s2               a3P2      3d7.(4P).4p           w3D*       5  7  None None           L11631 
  3494.28072 9.4e+04  -2.81   E    11976.239  40594.432  3d7.(4F).4s           a3F       3d6.(5D).4s.4p.(1P*)  x5F*       9  9  None T2578n         L11631  
  3494.68748   None    None   None 24338.767  52953.629  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  x3F*       7  9  None None           L11631  
  3494.6886  8.59e+05 -1.849  C    21999.130  50613.983  3d7.(2G).4s           a3G       3d6.(3F2).4s.4p.(3P*) x1G*       9  9  None T5720          L11631  
  3496.28639 9.46e+06 -0.916  B    20641.110  49242.886  3d6.4s2               b3F2      3d7.(2G).4p           w3F*       9  7  None T4293          L11631  
  3498.0020    None    None   None 21999.130  50586.878  3d7.(2G).4s           a3G       3d7.(2G).4p           z1F*       9  7  None None           L11631 
  3498.10382 9.02e+06 -0.936  B    17550.181  46137.097  3d7.(4P).4s           a5P       3d7.(4P).4p           w5P*       7  7  None T5720          L11631  
  3498.14872 4.29e+06 -1.405  C+   17726.988  46313.537  3d7.(4P).4s           a5P       3d7.(4P).4p           w5P*       5  5  None T5720          L11631  
  3498.84111 3.08e+06 -1.549  B      888.132  29469.024  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z5P*       3  5  None T5720          L11631  
  3498.8855    None    None   None 24335.766  52916.295  3d7.(2P).4s           c3P       3d7.(2D2).4p          v3P*       5  5  None None           L11631  
  3498.96096   None    None   None 25899.989  54479.902  3d6.(5D).4s.4p.(3P*)  z5D*      3d6.4s.(6D).6s         5D        9  9  None None           L11631 
  3501.5662  5.28e+06 -1.314  C+   20874.482  49433.131  3d6.4s2               b3F2      3d7.(2G).4p           w3F*       7  5  None T5720          L11631  
  3502.5695    None    None   None 29732.736  58283.204  3d6.(5D).4s.4p.(3P*)  z5P*      3d6.4s.(4D).4d        i5D        3  3  None None           L11631  
  3505.86317 2.94e+06 -1.789  C+   18378.186  46901.832  3d6.4s2               a3P2      3d6.(3P2).4s.4p.(3P*) y3P*       5  3  None T5720          L11631  
  3506.0608  1.77e+07 -1.010  B    24335.766  52857.804  3d7.(2P).4s           c3P       3d7.(2D2).4p          t3D*       5  3  None T5720          L11631  
  3507.50050 7.35e+06 -1.169  B    18378.186  46888.517  3d6.4s2               a3P2      3d7.(4P).4p           u5D*       5  5  None T5720          L11631 
  3507.58317   None    None   None 23244.838  51754.497  3d6.(5D).4s.4p.(3P*)  z7F*      3d6.(5D).4s.(6D).4d   f5F        3  3  None None           L11631  
  3509.4774  6.46e+06 -0.882  B+   24118.819  52613.090  3d6.4s2               b3G       3d7.(2H).4p           w3H*       9  11 None T5720          L11631  
  3509.52149 2.07e+06 -1.573  B    20641.110  49135.023  3d6.4s2               b3F2      3d6.(3F2).4s.4p.(3P*) v3D*       9  7  None T5720          L11631  
  3510.12154 5.0e+05  -2.08   E    22845.869  51334.911  3d6.(5D).4s.4p.(3P*)  z7F*      3d6.(5D).4s.(6D).4d   e7G       11  9  None T2578n         L11631  
  3510.7289    None    None   None 23270.384  51754.497  3d6.(5D).4s.4p.(3P*)  z7F*      3d6.(5D).4s.(6D).4d   f5F        1  3  None None           L11631 
  3510.8663  1.7e+06  -2.01   E    17927.382  46410.381  3d7.(4P).4s           a5P       3d7.(4P).4p           w5P*       3  3  None T2578n         L11631  
  3511.4428  6.24e+06 -1.461  B    20037.816  48516.138  3d6.4s2               a3P2      3d7.(4P).4p           x3P*       1  3  None T5720          L11631  
  3512.64052 7.0e-02   None   D      888.132  29356.744  3d6.4s2               a5D       3d6.4s2               b3D        3  5   M1  T6409          None    
  3512.74244 2.5e+05  -2.39   E    20641.110  49108.896  3d6.4s2               b3F2      3d7.(2G).4p           w3F*       9  9  None T2578n         L11631  
  3513.22893 2.51e+06 -1.488  C+   22996.674  51460.518  3d6.(5D).4s.4p.(3P*)  z7F*      3d6.(5D).4s.(6D).4d   e7G        9  7  None T5720          L11631 
  3513.9599    None    None   None 24772.018  53229.941  3d7.(2P).4s           c3P       3d7.(2D2).4p          v3P*       3  3  None None           L11631  
  3514.05942 3.8e+05  -2.45   E    12560.934  41018.051  3d7.(4F).4s           a3F       3d6.(5D).4s.4p.(1P*)  x5F*       7  5  None T2578n         L11631  
  3514.82236 3.40e+06 -1.159  A     6928.268  35379.208  3d7.(4F).4s           a5F       3d7.(4F).4p           z3G*      11  11 None T3548          L11631  
  3515.63271 4.72e+05 -2.017  B    19390.168  47834.550  3d6.4s2               a3H       3d6.(3F2).4s.4p.(3P*) x3G*      13  11 None T5720          L11631  
  3517.17687 1.0e-01   None   D      888.132  29320.026  3d6.4s2               a5D       3d6.4s2               b3D        3  3   M1  T6409          None   
  3517.4142  3.6e+06  -1.22   E    24338.767  52768.743  3d6.4s2               b3G       3d7.(2H).4p           w3H*       7  9  None T2578n         L11631  
  3517.56201 6.82e+06 -1.199  B    23110.939  51539.720  3d6.(5D).4s.4p.(3P*)  z7F*      3d6.(5D).4s.(6D).4d   e7G        7  5  None T5720          L11631  
  3519.68877 2.35e+06 -1.515  C+   23192.500  51604.103  3d6.(5D).4s.4p.(3P*)  z7F*      3d6.(5D).4s.(6D).4d   f5F        5  7  None T5720          L11631  
  3519.87385 8.51e+05 -1.956  B    17726.988  46137.097  3d7.(4P).4s           a5P       3d7.(4P).4p           w5P*       5  7  None T5720          L11631  
  3521.0294    None    None   None 26406.465  54807.250  3d7.(2D2).4s          a3D       3d7.(4F).5p            3D*       3  3  None None           L11631 
  3521.8530  1.50e+06 -1.856  C+   21038.987  49433.131  3d6.4s2               b3F2      3d7.(2G).4p           w3F*       5  5  None T5720          L11631  
  3522.26778 6.14e+06 -0.988  B+    7376.764  35767.564  3d7.(4F).4s           a5F       3d7.(4F).4p           z3G*       9  9  None T5720          L11631  
  3522.84415 3.51e+06 -1.486  C+   17927.382  46313.537  3d7.(4P).4s           a5P       3d7.(4P).4p           w5P*       3  5  None T5720          L11631  
